Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
January 2023,30 Stockton,Frequent Local,Sunday,"9,400"
February 2023,30 Stockton,Frequent Local,Sunday,"9,400"
March 2023,30 Stockton,Frequent Local,Sunday,"8,900"
April 2023,30 Stockton,Frequent Local,Sunday,"10,500"
May 2023,30 Stockton,Frequent Local,Sunday,"10,500"
June 2023,30 Stockton,Frequent Local,Sunday,"10,300"
July 2023,30 Stockton,Frequent Local,Sunday,"11,900"
August 2023,30 Stockton,Frequent Local,Sunday,"12,300"
September 2023,30 Stockton,Frequent Local,Sunday,"11,700"
October 2023,30 Stockton,Frequent Local,Sunday,"10,800"
November 2023,30 Stockton,Frequent Local,Sunday,"9,000"
December 2023,30 Stockton,Frequent Local,Sunday,"9,900"
January 2024,30 Stockton,Frequent Local,Sunday,"10,300"
February 2024,30 Stockton,Frequent Local,Sunday,"9,800"
March 2024,30 Stockton,Frequent Local,Sunday,"10,800"
April 2024,30 Stockton,Frequent Local,Sunday,"11,500"
May 2024,30 Stockton,Frequent Local,Sunday,"11,500"
June 2024,30 Stockton,Frequent Local,Sunday,"12,200"
July 2024,30 Stockton,Frequent Local,Sunday,"11,800"
August 2024,30 Stockton,Frequent Local,Sunday,"12,400"
September 2024,30 Stockton,Frequent Local,Sunday,"12,800"
October 2024,30 Stockton,Frequent Local,Sunday,"12,300"
November 2024,30 Stockton,Frequent Local,Sunday,"10,800"
December 2024,30 Stockton,Frequent Local,Sunday,"11,000"
January 2025,30 Stockton,Frequent Local,Sunday,"11,000"
February 2025,30 Stockton,Frequent Local,Sunday,"8,600"
March 2025,30 Stockton,Frequent Local,Sunday,"9,600"
April 2025,30 Stockton,Frequent Local,Sunday,"10,800"
May 2025,30 Stockton,Frequent Local,Sunday,"10,600"
June 2025,30 Stockton,Frequent Local,Sunday,"11,300"
July 2025,30 Stockton,Frequent Local,Sunday,"11,000"
August 2025,30 Stockton,Frequent Local,Sunday,"12,100"
September 2025,30 Stockton,Frequent Local,Sunday,"11,100"
October 2025,30 Stockton,Frequent Local,Sunday,"10,800"
January 2019,30X Marina Express,Specialized,Sunday,
February 2019,30X Marina Express,Specialized,Sunday,
March 2019,30X Marina Express,Specialized,Sunday,
April 2019,30X Marina Express,Specialized,Sunday,
May 2019,30X Marina Express,Specialized,Sunday,
June 2019,30X Marina Express,Specialized,Sunday,
July 2019,30X Marina Express,Specialized,Sunday,
August 2019,30X Marina Express,Specialized,Sunday,
September 2019,30X Marina Express,Specialized,Sunday,
October 2019,30X Marina Express,Specialized,Sunday,
November 2019,30X Marina Express,Specialized,Sunday,
December 2019,30X Marina Express,Specialized,Sunday,
January 2020,30X Marina Express,Specialized,Sunday,
February 2020,30X Marina Express,Specialized,Sunday,
March 2020,30X Marina Express,Specialized,Sunday,
January 2019,31 Balboa,Grid,Sunday,"4,400"
February 2019,31 Balboa,Grid,Sunday,"5,200"
March 2019,31 Balboa,Grid,Sunday,"5,700"
April 2019,31 Balboa,Grid,Sunday,"5,200"
May 2019,31 Balboa,Grid,Sunday,"5,100"
June 2019,31 Balboa,Grid,Sunday,"4,500"
July 2019,31 Balboa,Grid,Sunday,"5,100"
August 2019,31 Balboa,Grid,Sunday,"4,600"
September 2019,31 Balboa,Grid,Sunday,"5,900"
October 2019,31 Balboa,Grid,Sunday,"5,600"
November 2019,31 Balboa,Grid,Sunday,"5,100"
December 2019,31 Balboa,Grid,Sunday,"4,400"
January 2020,31 Balboa,Grid,Sunday,"5,000"
February 2020,31 Balboa,Grid,Sunday,"6,000"
March 2020,31 Balboa,Grid,Sunday,"2,700"
April 2020,31 Balboa,Grid,Sunday,300
August 2021,31 Balboa,Grid,Sunday,"1,000"
September 2021,31 Balboa,Grid,Sunday,"1,700"
October 2021,31 Balboa,Grid,Sunday,"1,600"
November 2021,31 Balboa,Grid,Sunday,"1,700"
December 2021,31 Balboa,Grid,Sunday,"1,300"
January 2022,31 Balboa,Grid,Sunday,"1,400"
February 2022,31 Balboa,Grid,Sunday,"2,000"
March 2022,31 Balboa,Grid,Sunday,"1,900"
April 2022,31 Balboa,Grid,Sunday,"2,200"
May 2022,31 Balboa,Grid,Sunday,"2,300"
June 2022,31 Balboa,Grid,Sunday,"2,200"
July 2022,31 Balboa,Grid,Sunday,"2,100"
August 2022,31 Balboa,Grid,Sunday,"2,600"
September 2022,31 Balboa,Grid,Sunday,"2,800"
October 2022,31 Balboa,Grid,Sunday,"2,600"
November 2022,31 Balboa,Grid,Sunday,"2,400"
December 2022,31 Balboa,Grid,Sunday,"2,100"
January 2023,31 Balboa,Grid,Sunday,"2,200"
February 2023,31 Balboa,Grid,Sunday,"2,500"
March 2023,31 Balboa,Grid,Sunday,"2,400"
April 2023,31 Balboa,Grid,Sunday,"2,700"
May 2023,31 Balboa,Grid,Sunday,"2,700"
June 2023,31 Balboa,Grid,Sunday,"2,400"
July 2023,31 Balboa,Grid,Sunday,"2,500"
August 2023,31 Balboa,Grid,Sunday,"3,100"
September 2023,31 Balboa,Grid,Sunday,"3,100"
October 2023,31 Balboa,Grid,Sunday,"3,200"
November 2023,31 Balboa,Grid,Sunday,"2,700"
December 2023,31 Balboa,Grid,Sunday,"2,400"
January 2024,31 Balboa,Grid,Sunday,"2,600"
February 2024,31 Balboa,Grid,Sunday,"2,700"
March 2024,31 Balboa,Grid,Sunday,"2,900"
April 2024,31 Balboa,Grid,Sunday,"3,100"
May 2024,31 Balboa,Grid,Sunday,"3,000"
June 2024,31 Balboa,Grid,Sunday,"2,900"
July 2024,31 Balboa,Grid,Sunday,"2,600"
August 2024,31 Balboa,Grid,Sunday,"3,200"
September 2024,31 Balboa,Grid,Sunday,"3,200"
October 2024,31 Balboa,Grid,Sunday,"3,300"
November 2024,31 Balboa,Grid,Sunday,"2,900"
December 2024,31 Balboa,Grid,Sunday,"2,700"
January 2025,31 Balboa,Grid,Sunday,"2,700"
February 2025,31 Balboa,Grid,Sunday,"2,900"
March 2025,31 Balboa,Grid,Sunday,"2,800"
April 2025,31 Balboa,Grid,Sunday,"3,100"
May 2025,31 Balboa,Grid,Sunday,"3,000"
June 2025,31 Balboa,Grid,Sunday,"2,700"
July 2025,31 Balboa,Grid,Sunday,"2,600"
August 2025,31 Balboa,Grid,Sunday,"3,300"
September 2025,31 Balboa,Grid,Sunday,"3,100"
October 2025,31 Balboa,Grid,Sunday,"3,200"
January 2019,31AX Balboa A Express,Specialized,Sunday,
February 2019,31AX Balboa A Express,Specialized,Sunday,
March 2019,31AX Balboa A Express,Specialized,Sunday,
April 2019,31AX Balboa A Express,Specialized,Sunday,
May 2019,31AX Balboa A Express,Specialized,Sunday,
June 2019,31AX Balboa A Express,Specialized,Sunday,
July 2019,31AX Balboa A Express,Specialized,Sunday,
August 2019,31AX Balboa A Express,Specialized,Sunday,
September 2019,31AX Balboa A Express,Specialized,Sunday,
October 2019,31AX Balboa A Express,Specialized,Sunday,
November 2019,31AX Balboa A Express,Specialized,Sunday,
December 2019,31AX Balboa A Express,Specialized,Sunday,
January 2020,31AX Balboa A Express,Specialized,Sunday,
February 2020,31AX Balboa A Express,Specialized,Sunday,
March 2020,31AX Balboa A Express,Specialized,Sunday,
January 2019,31BX Balboa B Express,Specialized,Sunday,
February 2019,31BX Balboa B Express,Specialized,Sunday,
March 2019,31BX Balboa B Express,Specialized,Sunday,
April 2019,31BX Balboa B Express,Specialized,Sunday,
May 2019,31BX Balboa B Express,Specialized,Sunday,
June 2019,31BX Balboa B Express,Specialized,Sunday,
July 2019,31BX Balboa B Express,Specialized,Sunday,
August 2019,31BX Balboa B Express,Specialized,Sunday,
September 2019,31BX Balboa B Express,Specialized,Sunday,
October 2019,31BX Balboa B Express,Specialized,Sunday,
November 2019,31BX Balboa B Express,Specialized,Sunday,
December 2019,31BX Balboa B Express,Specialized,Sunday,
January 2020,31BX Balboa B Express,Specialized,Sunday,
February 2020,31BX Balboa B Express,Specialized,Sunday,
March 2020,31BX Balboa B Express,Specialized,Sunday,
January 2019,33 Ashbury/18th,Grid,Sunday,"2,800"
February 2019,33 Ashbury/18th,Grid,Sunday,"3,300"
March 2019,33 Ashbury/18th,Grid,Sunday,"3,100"
April 2019,33 Ashbury/18th,Grid,Sunday,"3,100"
May 2019,33 Ashbury/18th,Grid,Sunday,"3,300"
June 2019,33 Ashbury/18th,Grid,Sunday,"3,600"
July 2019,33 Ashbury/18th,Grid,Sunday,"3,400"
August 2019,33 Ashbury/18th,Grid,Sunday,"3,500"
September 2019,33 Ashbury/18th,Grid,Sunday,"3,600"
October 2019,33 Ashbury/18th,Grid,Sunday,"3,900"
November 2019,33 Ashbury/18th,Grid,Sunday,"2,700"
December 2019,33 Ashbury/18th,Grid,Sunday,"2,600"
January 2020,33 Ashbury/18th,Grid,Sunday,"3,900"
February 2020,33 Ashbury/18th,Grid,Sunday,"4,500"
March 2020,33 Ashbury/18th,Grid,Sunday,"2,400"
April 2020,33 Ashbury/18th,Grid,Sunday,
January 2021,33 Ashbury/18th,Grid,Sunday,200
February 2021,33 Ashbury/18th,Grid,Sunday,"1,000"
March 2021,33 Ashbury/18th,Grid,Sunday,"1,100"
April 2021,33 Ashbury/18th,Grid,Sunday,"1,100"
May 2021,33 Ashbury/18th,Grid,Sunday,"1,400"
June 2021,33 Ashbury/18th,Grid,Sunday,"1,500"
July 2021,33 Ashbury/18th,Grid,Sunday,"1,800"
August 2021,33 Ashbury/18th,Grid,Sunday,"1,900"
September 2021,33 Ashbury/18th,Grid,Sunday,"2,000"
October 2021,33 Ashbury/18th,Grid,Sunday,"2,000"
November 2021,33 Ashbury/18th,Grid,Sunday,"1,900"
December 2021,33 Ashbury/18th,Grid,Sunday,"1,500"
January 2022,33 Ashbury/18th,Grid,Sunday,"1,800"
February 2022,33 Ashbury/18th,Grid,Sunday,"2,200"
March 2022,33 Ashbury/18th,Grid,Sunday,"2,300"
April 2022,33 Ashbury/18th,Grid,Sunday,"2,600"
May 2022,33 Ashbury/18th,Grid,Sunday,"2,500"
June 2022,33 Ashbury/18th,Grid,Sunday,"2,900"
July 2022,33 Ashbury/18th,Grid,Sunday,"2,500"
August 2022,33 Ashbury/18th,Grid,Sunday,"2,900"
September 2022,33 Ashbury/18th,Grid,Sunday,"2,900"
October 2022,33 Ashbury/18th,Grid,Sunday,"3,100"
November 2022,33 Ashbury/18th,Grid,Sunday,"2,500"
December 2022,33 Ashbury/18th,Grid,Sunday,"2,300"
January 2023,33 Ashbury/18th,Grid,Sunday,"2,600"
February 2023,33 Ashbury/18th,Grid,Sunday,"2,700"
March 2023,33 Ashbury/18th,Grid,Sunday,"2,700"
April 2023,33 Ashbury/18th,Grid,Sunday,"3,200"
May 2023,33 Ashbury/18th,Grid,Sunday,"2,900"
June 2023,33 Ashbury/18th,Grid,Sunday,"3,300"
July 2023,33 Ashbury/18th,Grid,Sunday,"3,200"
August 2023,33 Ashbury/18th,Grid,Sunday,"3,600"
September 2023,33 Ashbury/18th,Grid,Sunday,"3,600"
October 2023,33 Ashbury/18th,Grid,Sunday,"3,500"
November 2023,33 Ashbury/18th,Grid,Sunday,"2,900"
December 2023,33 Ashbury/18th,Grid,Sunday,"2,900"
January 2024,33 Ashbury/18th,Grid,Sunday,"3,000"
February 2024,33 Ashbury/18th,Grid,Sunday,"3,100"
March 2024,33 Ashbury/18th,Grid,Sunday,"3,700"
April 2024,33 Ashbury/18th,Grid,Sunday,"3,500"
May 2024,33 Ashbury/18th,Grid,Sunday,"3,600"
June 2024,33 Ashbury/18th,Grid,Sunday,"3,700"
July 2024,33 Ashbury/18th,Grid,Sunday,"3,400"
August 2024,33 Ashbury/18th,Grid,Sunday,"3,700"
September 2024,33 Ashbury/18th,Grid,Sunday,"3,700"
October 2024,33 Ashbury/18th,Grid,Sunday,"3,700"
November 2024,33 Ashbury/18th,Grid,Sunday,"3,100"
December 2024,33 Ashbury/18th,Grid,Sunday,"3,000"
January 2025,33 Ashbury/18th,Grid,Sunday,"3,100"
February 2025,33 Ashbury/18th,Grid,Sunday,"3,300"
March 2025,33 Ashbury/18th,Grid,Sunday,"3,500"
April 2025,33 Ashbury/18th,Grid,Sunday,"4,000"
May 2025,33 Ashbury/18th,Grid,Sunday,"3,400"
June 2025,33 Ashbury/18th,Grid,Sunday,"3,800"
July 2025,33 Ashbury/18th,Grid,Sunday,"3,400"
August 2025,33 Ashbury/18th,Grid,Sunday,"3,800"
September 2025,33 Ashbury/18th,Grid,Sunday,"3,800"
October 2025,33 Ashbury/18th,Grid,Sunday,"3,600"
January 2019,35 Eureka,Connector,Sunday,400
February 2019,35 Eureka,Connector,Sunday,400
March 2019,35 Eureka,Connector,Sunday,400
April 2019,35 Eureka,Connector,Sunday,500
May 2019,35 Eureka,Connector,Sunday,500
June 2019,35 Eureka,Connector,Sunday,600
July 2019,35 Eureka,Connector,Sunday,500
August 2019,35 Eureka,Connector,Sunday,500
September 2019,35 Eureka,Connector,Sunday,500
October 2019,35 Eureka,Connector,Sunday,500
November 2019,35 Eureka,Connector,Sunday,400
December 2019,35 Eureka,Connector,Sunday,400
January 2020,35 Eureka,Connector,Sunday,400
February 2020,35 Eureka,Connector,Sunday,400
March 2020,35 Eureka,Connector,Sunday,600
October 2022,35 Eureka,Connector,Sunday,100
November 2022,35 Eureka,Connector,Sunday,100
December 2022,35 Eureka,Connector,Sunday,100
January 2023,35 Eureka,Connector,Sunday,200
February 2023,35 Eureka,Connector,Sunday,200
March 2023,35 Eureka,Connector,Sunday,200
April 2023,35 Eureka,Connector,Sunday,200
May 2023,35 Eureka,Connector,Sunday,200
June 2023,35 Eureka,Connector,Sunday,300
July 2023,35 Eureka,Connector,Sunday,200
August 2023,35 Eureka,Connector,Sunday,100
September 2023,35 Eureka,Connector,Sunday,200
October 2023,35 Eureka,Connector,Sunday,100
November 2023,35 Eureka,Connector,Sunday,
December 2023,35 Eureka,Connector,Sunday,100
January 2024,35 Eureka,Connector,Sunday,100
February 2024,35 Eureka,Connector,Sunday,
June 2024,35 Eureka,Connector,Sunday,300
July 2024,35 Eureka,Connector,Sunday,100
September 2024,35 Eureka,Connector,Sunday,200
October 2024,35 Eureka,Connector,Sunday,300
November 2024,35 Eureka,Connector,Sunday,200
December 2024,35 Eureka,Connector,Sunday,200
January 2025,35 Eureka,Connector,Sunday,300
February 2025,35 Eureka,Connector,Sunday,200
March 2025,35 Eureka,Connector,Sunday,200
April 2025,35 Eureka,Connector,Sunday,200
May 2025,35 Eureka,Connector,Sunday,200
June 2025,35 Eureka,Connector,Sunday,300
July 2025,35 Eureka,Connector,Sunday,300
August 2025,35 Eureka,Connector,Sunday,300
September 2025,35 Eureka,Connector,Sunday,300
October 2025,35 Eureka,Connector,Sunday,300
January 2019,36 Teresita,Connector,Sunday,500
February 2019,36 Teresita,Connector,Sunday,500
March 2019,36 Teresita,Connector,Sunday,700
April 2019,36 Teresita,Connector,Sunday,500
May 2019,36 Teresita,Connector,Sunday,600
June 2019,36 Teresita,Connector,Sunday,600
July 2019,36 Teresita,Connector,Sunday,600
August 2019,36 Teresita,Connector,Sunday,600
September 2019,36 Teresita,Connector,Sunday,700
October 2019,36 Teresita,Connector,Sunday,700
November 2019,36 Teresita,Connector,Sunday,600
December 2019,36 Teresita,Connector,Sunday,700
January 2020,36 Teresita,Connector,Sunday,600
February 2020,36 Teresita,Connector,Sunday,600
March 2020,36 Teresita,Connector,Sunday,400
October 2022,36 Teresita,Connector,Sunday,100
November 2022,36 Teresita,Connector,Sunday,200
December 2022,36 Teresita,Connector,Sunday,200
January 2023,36 Teresita,Connector,Sunday,300
February 2023,36 Teresita,Connector,Sunday,300
March 2023,36 Teresita,Connector,Sunday,200
April 2023,36 Teresita,Connector,Sunday,400
May 2023,36 Teresita,Connector,Sunday,300
June 2023,36 Teresita,Connector,Sunday,300
July 2023,36 Teresita,Connector,Sunday,300
August 2023,36 Teresita,Connector,Sunday,400
September 2023,36 Teresita,Connector,Sunday,400
October 2023,36 Teresita,Connector,Sunday,300
November 2023,36 Teresita,Connector,Sunday,300
December 2023,36 Teresita,Connector,Sunday,300
January 2024,36 Teresita,Connector,Sunday,300
February 2024,36 Teresita,Connector,Sunday,200
March 2024,36 Teresita,Connector,Sunday,200
April 2024,36 Teresita,Connector,Sunday,400
May 2024,36 Teresita,Connector,Sunday,400
June 2024,36 Teresita,Connector,Sunday,400
July 2024,36 Teresita,Connector,Sunday,300
August 2024,36 Teresita,Connector,Sunday,400
September 2024,36 Teresita,Connector,Sunday,400
October 2024,36 Teresita,Connector,Sunday,300
November 2024,36 Teresita,Connector,Sunday,400
December 2024,36 Teresita,Connector,Sunday,300
January 2025,36 Teresita,Connector,Sunday,300
February 2025,36 Teresita,Connector,Sunday,400
March 2025,36 Teresita,Connector,Sunday,300
April 2025,36 Teresita,Connector,Sunday,400
May 2025,36 Teresita,Connector,Sunday,400
June 2025,36 Teresita,Connector,Sunday,400
July 2025,36 Teresita,Connector,Sunday,400
August 2025,36 Teresita,Connector,Sunday,400
September 2025,36 Teresita,Connector,Sunday,400
October 2025,36 Teresita,Connector,Sunday,400
January 2019,37 Corbett,Connector,Sunday,800
February 2019,37 Corbett,Connector,Sunday,700
March 2019,37 Corbett,Connector,Sunday,800
April 2019,37 Corbett,Connector,Sunday,900
May 2019,37 Corbett,Connector,Sunday,800
June 2019,37 Corbett,Connector,Sunday,900
July 2019,37 Corbett,Connector,Sunday,800
August 2019,37 Corbett,Connector,Sunday,800
September 2019,37 Corbett,Connector,Sunday,900
October 2019,37 Corbett,Connector,Sunday,"1,000"
November 2019,37 Corbett,Connector,Sunday,800
December 2019,37 Corbett,Connector,Sunday,700
January 2020,37 Corbett,Connector,Sunday,800
February 2020,37 Corbett,Connector,Sunday,700
March 2020,37 Corbett,Connector,Sunday,600
August 2020,37 Corbett,Connector,Sunday,100
November 2022,37 Corbett,Connector,Sunday,400
December 2022,37 Corbett,Connector,Sunday,400
January 2023,37 Corbett,Connector,Sunday,400
February 2023,37 Corbett,Connector,Sunday,300
March 2023,37 Corbett,Connector,Sunday,500
April 2023,37 Corbett,Connector,Sunday,500
May 2023,37 Corbett,Connector,Sunday,500
June 2023,37 Corbett,Connector,Sunday,600
July 2023,37 Corbett,Connector,Sunday,600
August 2023,37 Corbett,Connector,Sunday,500
September 2023,37 Corbett,Connector,Sunday,600
October 2023,37 Corbett,Connector,Sunday,400
November 2023,37 Corbett,Connector,Sunday,100
January 2024,37 Corbett,Connector,Sunday,100
February 2024,37 Corbett,Connector,Sunday,500
March 2024,37 Corbett,Connector,Sunday,500
April 2024,37 Corbett,Connector,Sunday,600
May 2024,37 Corbett,Connector,Sunday,700
June 2024,37 Corbett,Connector,Sunday,700
July 2024,37 Corbett,Connector,Sunday,500
August 2024,37 Corbett,Connector,Sunday,500
September 2024,37 Corbett,Connector,Sunday,300
October 2024,37 Corbett,Connector,Sunday,400
November 2024,37 Corbett,Connector,Sunday,500
December 2024,37 Corbett,Connector,Sunday,400
January 2025,37 Corbett,Connector,Sunday,500
February 2025,37 Corbett,Connector,Sunday,300
March 2025,37 Corbett,Connector,Sunday,500
April 2025,37 Corbett,Connector,Sunday,400
May 2025,37 Corbett,Connector,Sunday,600
June 2025,37 Corbett,Connector,Sunday,600
July 2025,37 Corbett,Connector,Sunday,600
August 2025,37 Corbett,Connector,Sunday,700
September 2025,37 Corbett,Connector,Sunday,600
October 2025,37 Corbett,Connector,Sunday,600
January 2019,38 Geary,Frequent Local,Sunday,"14,500"
February 2019,38 Geary,Frequent Local,Sunday,"15,700"
March 2019,38 Geary,Frequent Local,Sunday,"16,600"
April 2019,38 Geary,Frequent Local,Sunday,"18,500"
May 2019,38 Geary,Frequent Local,Sunday,"17,000"
June 2019,38 Geary,Frequent Local,Sunday,"17,300"
July 2019,38 Geary,Frequent Local,Sunday,"17,300"
August 2019,38 Geary,Frequent Local,Sunday,"18,300"
September 2019,38 Geary,Frequent Local,Sunday,"18,800"
October 2019,38 Geary,Frequent Local,Sunday,"18,200"
November 2019,38 Geary,Frequent Local,Sunday,"17,200"
December 2019,38 Geary,Frequent Local,Sunday,"15,900"
January 2020,38 Geary,Frequent Local,Sunday,"17,700"
February 2020,38 Geary,Frequent Local,Sunday,"18,000"
March 2020,38 Geary,Frequent Local,Sunday,"11,000"
April 2020,38 Geary,Frequent Local,Sunday,"5,700"
May 2020,38 Geary,Frequent Local,Sunday,"5,800"
June 2020,38 Geary,Frequent Local,Sunday,"6,900"
July 2020,38 Geary,Frequent Local,Sunday,"7,400"
August 2020,38 Geary,Frequent Local,Sunday,"7,200"
September 2020,38 Geary,Frequent Local,Sunday,"7,200"
October 2020,38 Geary,Frequent Local,Sunday,"7,400"
November 2020,38 Geary,Frequent Local,Sunday,"7,300"
December 2020,38 Geary,Frequent Local,Sunday,"6,100"
January 2021,38 Geary,Frequent Local,Sunday,"6,800"
February 2021,38 Geary,Frequent Local,Sunday,"7,000"
March 2021,38 Geary,Frequent Local,Sunday,"7,500"
April 2021,38 Geary,Frequent Local,Sunday,"7,300"
May 2021,38 Geary,Frequent Local,Sunday,"8,600"
June 2021,38 Geary,Frequent Local,Sunday,"8,600"
July 2021,38 Geary,Frequent Local,Sunday,"9,300"
August 2021,38 Geary,Frequent Local,Sunday,"9,100"
September 2021,38 Geary,Frequent Local,Sunday,"9,400"
October 2021,38 Geary,Frequent Local,Sunday,"9,500"
November 2021,38 Geary,Frequent Local,Sunday,"9,200"
December 2021,38 Geary,Frequent Local,Sunday,"8,500"
January 2022,38 Geary,Frequent Local,Sunday,"9,400"
February 2022,38 Geary,Frequent Local,Sunday,"8,600"
March 2022,38 Geary,Frequent Local,Sunday,"9,300"
April 2022,38 Geary,Frequent Local,Sunday,"11,200"
May 2022,38 Geary,Frequent Local,Sunday,"10,600"
June 2022,38 Geary,Frequent Local,Sunday,"10,900"
July 2022,38 Geary,Frequent Local,Sunday,"10,800"
August 2022,38 Geary,Frequent Local,Sunday,"11,800"
September 2022,38 Geary,Frequent Local,Sunday,"11,400"
October 2022,38 Geary,Frequent Local,Sunday,"11,600"
November 2022,38 Geary,Frequent Local,Sunday,"11,000"
December 2022,38 Geary,Frequent Local,Sunday,"10,700"
January 2023,38 Geary,Frequent Local,Sunday,"11,500"
February 2023,38 Geary,Frequent Local,Sunday,"11,400"
March 2023,38 Geary,Frequent Local,Sunday,"11,100"
April 2023,38 Geary,Frequent Local,Sunday,"13,500"
May 2023,38 Geary,Frequent Local,Sunday,"12,800"
June 2023,38 Geary,Frequent Local,Sunday,"11,700"
July 2023,38 Geary,Frequent Local,Sunday,"12,400"
August 2023,38 Geary,Frequent Local,Sunday,"13,600"
September 2023,38 Geary,Frequent Local,Sunday,"12,800"
October 2023,38 Geary,Frequent Local,Sunday,"12,700"
November 2023,38 Geary,Frequent Local,Sunday,"11,500"
December 2023,38 Geary,Frequent Local,Sunday,"12,000"
January 2024,38 Geary,Frequent Local,Sunday,"11,800"
February 2024,38 Geary,Frequent Local,Sunday,"11,600"
